Attack Tactics (Siphon),"If the Attacker is #Villain, their Special Attacks grant them a Bulwark Passive, increasing Block Proficiency by 0 for 0 second(s)."
Attack Tactics (Siphon),"If the Attacker is #Villain, their Well-Timed Blocks do not trigger the Block Penetration Passive from the Siphon Defense Tactic."
Attack Tactics (Stubborn),"If the Attacker is #Defensive, their Well-Timed Blocks grant them 0% Perfect Block chance for 0 second(s), stacking up to 0 time(s)."
Attack Tactics (Stubborn),"If the Attacker is #Defensive, their Well-Timed Blocks place a stacking Destructible charge on the Defender. When the Defender activates an Indestructible Passive from the Defense Tactic, both it and 0 Destructible charge are instantly removed. If this occurs during a Special Attack, the Defender will not gain Indestructible Passves for the remainder of the Special Attack."
Attacker Boost - 10,The Attacker's Attack Rating is increased by 10% of their base Attack.
Attacker Boost - 25,The Attacker's Attack Rating is increased by 25% of their base Attack.
Attacker Boost - 35,The Attacker's Attack Rating is increased by 35% of their base Attack.
Attacker Boost - 50,The Attacker's Attack Rating is increased by 50% of their base Attack.
Attacker Regeneration Boost,"At the start of the fight, the Attacker gains a Regeneration Passive healing 15% of their Base Health over 25 seconds."
Attribute Boost - Ability Power Rate,Increase Ability Power Rate by 15%.
Attribute Boost - Armor Rating,"+1,000 Armor Rating."
Attribute Boost - Attack,+20% Attack Rating.
Attribute Boost - Block Proficiency,+1000 Block Proficiency.
Attribute Boost - Critical Damage Rating,"+1,000 Critical Damage Rating."
Attribute Boost - Critical Rating,"+1,000 Critical Rating."
Attribute Boost - Energy Resistance,"+2,000 Energy Resistance."
Attribute Boost - Physical Resistance,"+1,600 Physical Resistance."
Attribute Boost Multiplier,"All ""Attribute Boost"" Hacks gain 200% potency."
Attribute Boost Multiplier - Relic,"Your Striker Gauge fills passively by 2.5% per second and all Attribute Boost Hack nodes have their Potency increased by 150%. If the Attacker has a Relic equipped, Potency is increased by 300% instead."
Aura of Determinacy,"When the Aura of Ouroboros expires, if neither Champion is performing a Special Attack, Doom regains 6 Will. This cannot cause Doom to have more Will than he started the fight with."
Avarice,"Every 15 second(s) the Defender gains a Power Gain Passive, granting 15% of Max Power over 8 second(s)."
Backblast,"The Attacker's Critical Damage is doubled, however if damage from a critical hit exceeds 5% of the Defenders max health or the Attacker lands 4 or more guaranteed crits throughout the fight, the Attacker suffers from an Incinerate Debuff dealing damage equal to their last crit over 5 seconds."
Backboard Brawler,"While this Defender is pinned against a wall, they gain a permanent Passive Fury and Passive Armor every 3 seconds. Each Fury increases their base Attack by 10% up to 300%, and each Armor increases their Armor Rating by 100 up to 1,000."
Backfire,"Whenever Science Attackers perform a Well-Timed Block, they apply a Power Sting Debuff to the Defender for 5 seconds. Defenders with Power Sting take 100% of the Attacker's Attack Rating as Direct Damage when activating a Special Attack. The Power Sting duration increases by 25% for every Debuff on the Defender."
Backhanded Compliment,"While Taunted, the Defender's Defensive Combat Power Rate is reduced by 50%. Superiority: The Attacker's Heavy Attacks inflict a non-stacking Taunt Debuff for 8 seconds."
Backlash Pulse,"Whenever a Buff would be triggered by the Attacker, they suffer 25% of the Defenders Attack in damage and are Drained of 25% of their Max Power."
Backup Recovery - 1,"When brought below 50% Health the Defender gains a burst of 20% Power. If a reduction to Ability Accuracy prevents this, the Defender instead recovers 15% Max Health."
Backup Recovery - 2,"When brought below 50% Health the Defender gains a burst of 25% Power. If a reduction to Ability Accuracy prevents this, the Defender instead recovers 20% Max Health."
Backup Recovery - 3,"When brought below 50% Health the Defender gains a burst of 30% Power. If a reduction to Ability Accuracy prevents this, the Defender instead recovers 25% Max Health."
Backup Resistance - 1,"When the Defender's health drops below 30%, every 7 seconds, they gain a Resist Physical Buff and Resist Energy Buff, each of 10% Potency and lasting 14 seconds."
Backup Resistance - 2,"When the Defender's health drops below 30%, every 7 seconds, they gain a Resist Physical Buff and Resist Energy Buff, each of 20% Potency and lasting 14 seconds."
Backup Resistance - 3,"When the Defender's health drops below 30%, every 7 seconds, they gain a Resist Physical Buff and Resist Energy Buff, each of 30% Potency and lasting 14 seconds."
Bad Breath,"Defeating this Defender grants the Attacker a permanent ""Bad Breath"" Cross-Fight Ability. ""Bad Breath"" causes the Attacker to inflict Poison Debuffs on Opponents who are near them."
Bait and Switch,"When the Defender is struck, they have a 20% chance to Nullify a Buff on the Attacker. When Nullify fails to trigger due to chance, gain an indefinite Bait Buff, increasing the chance to Nullify a Buff by a flat 20% each."
Balthakk's Purge,"Only applies to Mystic Champions. Most useful in ""The World for the People."" Each time the Attacker fills a Bar of Power they have a 100% chance to Purify all non-damaging Debuffs, if the Defender has more power than the Attacker this extends to all Debuffs. Boost not usable in Battlegrounds."
Bandaid Solutions (Direct Damage) - 1,"For each Shock applied to the Defender, it will grant them a dormant charge that can stack up to 5 times. If the Defender throws a Special, all those charges will be converted into Direct Damage, each dealing 15% of the Defender Base Attack to the Attacker."
Bandaid Solutions (Direct Damage) - 2,"For each Shock applied to the Defender, it will grant them a dormant charge that can stack up to 5 times. If the Defender throws a Special, all those charges will be converted into Direct Damage, each dealing 20% of the Defender Base Attack to the Attacker."
Bandaid Solutions (Direct Damage) - 3,"For each Shock applied to the Defender, it will grant them a dormant charge that can stack up to 5 times. If the Defender throws a Special, all those charges will be converted into Direct Damage, each dealing 25% of the Defender Base Attack to the Attacker."
Bandaid Solutions (Energy Resistance) - 1,"For each Shock applied to the Defender, Debuff or Passive, the Defender gains an Energy Resistance Passive, increasing Resistance by 20% for 10 seconds."
Bandaid Solutions (Energy Resistance) - 2,"For each Shock applied to the Defender, Debuff or Passive, the Defender gains an Energy Resistance Passive, increasing Resistance by 40% for 15 seconds."
Bandaid Solutions (Energy Resistance) - 3,"For each Shock applied to the Defender, Debuff or Passive, the Defender gains an Energy Resistance Passive, increasing Resistance by 60% for 20 seconds."
Bane - 1,"Whichever Champion lands the first hit will place a Curse on the opposing Champion which deals 0.5% of their current Health as Direct Damage per second. Whenever a Champion with the Curse strikes the other Champion or if the Curse has been on the same Champion for 10 seconds, it passes to the other Champion."
Bane - 2,"Whichever Champion lands the first hit will place a Curse on the opposing Champion which deals 1% of their current Health as Direct Damage per second. Whenever a Champion with the Curse strikes the other Champion or if the Curse has been on the same Champion for 10 seconds, it passes to the other Champion."
Bane - 3,"Whichever Champion lands the first hit will place a Curse on the opposing Champion which deals 2.5% of their current Health as Direct Damage per second. Whenever a Champion with the Curse strikes the other Champion or if the Curse has been on the same Champion for 10 seconds, it passes to the other Champion."
Bane - 4,"Whichever Champion lands the first hit will place a Curse on the opposing Champion which deals 4% of their current Health as Direct Damage per second. Whenever a Champion with the Curse strikes the other Champion or if the Curse has been on the same Champion for 10 seconds, it passes to the other Champion."
Bane - Incursions,"Whichever Champion lands the first hit will place a Curse on the opposing Champion which deals up to 15% of the Attacker's current Health as Direct Damage per second, scaling with the inflicting Champion's remaining Health. Whenever a Champion with the Curse strikes the other Champion or if the Curse has been on the same Champion for 10 seconds, it passes to the other Champion."
Bane of Damballah,The Defender deals 50% additional damage and has 10% Life Steal as long as the Attacker has a Buff.
Bane of Hell's Kitchen,Heavy Attacks gain +60% Attack and cannot trigger a Passive Evade.
BANNED AID,"This Modifier is disabled by default and is only enabled if the associated Linked Node is removed. After Gwenmaster recovers from being knocked down she gains a Passive Regeneration effect, regenerating 5% of her Missing Health over 14 seconds. Striking her while this Regeneration is active removes it and grants the Attacker 20% of a bar of Power."
Battery Powered Armor - 1,"For every Armor Up on the Defender, their Combat Power Rate is increased by 10%."
Battery Powered Armor - 2,"For every Armor Up on the Defender, their Combat Power Rate is increased by 15%."
Battery Powered Armor - 3,"For every Armor Up on the Defender, their Combat Power Rate is increased by 20%."
Be Like Water - 1,"Whenever the Defender is inflicted with a non-damaging Debuff, they gain an Unblockable Passive for 6 second(s)."
Be Like Water - 2,"Whenever the Defender is inflicted with a non-damaging Debuff, they gain an Unblockable Passive for 8 second(s)."
